Title,Artist,Year,Link
Everett Scott from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817673
Jim Scott from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817674
Tom Seaton from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817675
Howard Shanks from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817755
Bob Shawkey from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817756
Ernie Shore from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817764
Burt Shotton from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817765
Tobias and the Angel,Adam Elsheimer,0,http://www.metmuseum.org/art/collection/search/817766
Geo. Sisler from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817767
J. Carlisle Smith from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817768
Fred Snodgrass from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817770
Geo. Stallings from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817772
Oscar Stanage from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817773
Charles Stengel from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817778
Milton Stock from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817782
Amos Strunk from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817784
Billy Sullivan from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817787
"""Jeff"" Tesreau from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817789
Joe Tinker from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817790
Fred Toney from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817791
Terry Turner from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817792
George Tyler from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817794
Jim Vaughn from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817795
Bob Veach from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817799
James Viox from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817803
Oscar Vitt from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817806
Hans Wagner from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817808
Clarence Walker from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817810
Ed. Walsh from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817812
W. Wambsganss from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817814
Buck Weaver from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817816
Carl Weilman from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817817
Zach Wheat from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817826
Geo. Whitted from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817827
Fred Williams from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817828
Art Wilson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817836
J. Owen Wilson from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817841
Ivy Wingo from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817845
"""Mel"" Wolfgang from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817846
Joe Wood from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817848
Steve Yerkes from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817849
"""Pep"" Young from The Sporting News Baseball Players set (M101-4)",,1916,http://www.metmuseum.org/art/collection/search/817850
Rollie Zeider from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817851
Heiny Zimmerman from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817853
Ed. Zwilling from The Sporting News Baseball Players set (M101-4),,1916,http://www.metmuseum.org/art/collection/search/817855
Anson from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/817861
Bakely from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/817867
Chevalier d'Eon de Beaumont (from Kirby's Wonderful Museum),R. S. Kirby|Charles Jean Robineau|Charles Geneviève Louise Auguste André Timothée d'Eon de Beaumont,1813,http://www.metmuseum.org/art/collection/search/818056
Chevalier d'Eon,John Wesson|Thomas Burke|Jacques Gabriel Huquier|Charles Geneviève Louise Auguste André Timothée d'Eon de Beaumont,1771,http://www.metmuseum.org/art/collection/search/818059
"Saints Lawrence, Sixtus, Peter, and Paul adoring the Coronation of the Virgin by Christ above",Federico Zuccaro (Zuccari)|Adamo (Ghisi) Scultori|Anonymous,1571,http://www.metmuseum.org/art/collection/search/818063
"Stonemasons carving the arms of the Bolognese Cardinal Petro Vidono, under his direction",Elisabetta Sirani|Anonymous,1663,http://www.metmuseum.org/art/collection/search/818073
Brouthers from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818100
Bushong from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818102
Clements from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818103
Comiskey from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818104
O'Day from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818106
"Conversion of Zacchaeus, with Christ at right addressing the tax collector, who is seated in a tree at top center",Bernardo Strozzi|Pietro Monaco,1730,http://www.metmuseum.org/art/collection/search/818111
Noli me tangere,Francesco Solimena|Pietro Monaco,1730,http://www.metmuseum.org/art/collection/search/818113
"Jephtha dressed in armor looking up in despair, and his daughter holds a harp at right",Bernardo Strozzi|Johann Elias Haid,1775,http://www.metmuseum.org/art/collection/search/818115
"Death of the Virgin, lying on a chair at center, surrounded by Apostles, inside a temple",Carlo Saraceni|Giovanni Giacomo De Rossi|Jean Le Clerc,1619,http://www.metmuseum.org/art/collection/search/818117
"Death of the Virgin, lying on a chair at center, surrounded by Apostles, inside a temple",Herman Weyen|Carlo Saraceni|Anonymous,1619,http://www.metmuseum.org/art/collection/search/818118
"Death of the Virgin, lying on a chair at center, surrounded by Apostles, inside a temple",Carlo Saraceni|Joseph Fischer,1790,http://www.metmuseum.org/art/collection/search/818119
The Holy Family with Saint John the Baptist,Bartolomeo Schedoni|Anonymous,1663,http://www.metmuseum.org/art/collection/search/818131
"Bathsheba at her bath, with attendants surrounding her",Francesco Solimena|Pierre Jacques Gaultier,1735,http://www.metmuseum.org/art/collection/search/818134
"Madonna of Loreto, within a niche with an angel on either side",Pietro Santi Bartoli|Benoit Farjat,1650,http://www.metmuseum.org/art/collection/search/818135
Ornamental Panel with a Central Vase Flanked by Putti,Monogrammist AL,1530,http://www.metmuseum.org/art/collection/search/818138
Denny from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818140
Ewing from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818142
Faatz from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818143
Galvin from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818144
Four Pairs of Children Dancing,Master A D,1565,http://www.metmuseum.org/art/collection/search/818145
Esterbrook from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818162
Glasscock from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818165
Keefe from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818168
Kelly from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818171
Birth of Saint John the Baptist,Giulio Romano|Diana Scultori,1555,http://www.metmuseum.org/art/collection/search/818172
"Album 535, Page 63",,1888,http://www.metmuseum.org/art/collection/search/818173
"Marcus Atilius Regulus in a barrel while two men are hammering in the nails, various figures throughout",Diana Scultori|Antonio Lafreri|Giulio Romano,1555,http://www.metmuseum.org/art/collection/search/818174
The death of Saint Anne with various family members surrounding her and angels overhead,Andrea Sacchi|Cesare Fantetti|François Collignon,1670,http://www.metmuseum.org/art/collection/search/818175
"William Wyon, R.A., chief engraver of Her Majesty's Mint",Leonard Charles Wyon|William Wyon,1842,http://www.metmuseum.org/art/collection/search/818177
Kilroy from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818178
Latham from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818179
Miller from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818180
Pfeffer from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818181
"Album 535, Page 64",,1888,http://www.metmuseum.org/art/collection/search/818182
Porter from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818183
Ramsey from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818184
Reilly from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818185
Smith from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818186
"Album 535, Page 65",,1888,http://www.metmuseum.org/art/collection/search/818187
Stovey from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818188
Thompson from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818189
Ward from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818190
Welch from Sporting Times cabinet cards (M117),,1888,http://www.metmuseum.org/art/collection/search/818191
"Album 535, Page 66",,1888,http://www.metmuseum.org/art/collection/search/818192
Katherine Spencer from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818194
Baby Peggy from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818195
Josephine Hill from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818196
Alice Lake from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818197
Virginia Faire from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818198
Nazimova from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818199
Louise Lorraine from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818200
Kathleen Meyers from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818201
Gertrude Olmsted from Movie Stars series (W507),,1915,http://www.metmuseum.org/art/collection/search/818202
